,sentence,label
168,توی مسجد سلیمان دنبال یک متخصص ارتوپدی می گردم که تجربه زیادی داشته باشه و نوبت برای آخر هفته بده .,"O,B-cty,I-cty,O,O,B-srt,B-spy,O,O,O,B-trt,I-trt,O,O,O,O,O,B-apt,I-apt,O,O"
169,یه متخصص کلیه در زنجان میخوام که تو درمان نارسایی کلیه مهارت داشته باشه و هفته بعد نوبت بده .,"O,B-srt,B-spy,O,B-cty,O,O,O,O,B-cnd,I-cnd,B-trt,O,O,O,B-apt,I-apt,O,O,O"
170,لطفاً یه متخصص اطفال تو دامغان برام پیدا کنید که تجربه کافی در درمان کودکان بیمار داشته باشه و فردا نوبت بده .,"O,O,B-srt,B-spy,O,B-cty,O,O,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,O,O,O,B-apt,O,O,O"
171,سلام یک دکتر جراح مغز و اعصاب سمنانی برام پیدا کن,"O,O,O,O,B-spy,I-spy,I-spy,B-cty,O,O,O"
172,سلام دنبال یه دکتر فوق تخصص ریه داخل شاهرود هستم که تجربه بالایی داشته باشه و فردا صبح نوبت بده .,"O,O,O,O,B-srt,I-srt,B-spy,O,B-cty,O,O,B-trt,I-trt,O,O,O,B-apt,I-apt,O,O,O"
173,توی گرمسار دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونتهای شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
174,سلام . برای پارگی شبکیه چشم یک پزشک فوق تخصص مرد تو ایرانشهر برام پیدا کن که کارش خوب باشه,"O,O,O,B-cnd,I-cnd,I-cnd,O,O,B-srt,I-srt,B-gnd,O,B-cty,O,O,O,O,O,B-trt,O"
175,توی ایرانشهر سیستان و بلوچستان دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونت های شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,I-cty,I-cty,I-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
176,سلام . یک فوق تخصص مغز و اعصاب توی چابهار فارس برای درمان میگرن برام پیدا کن که بتونم طی دو روز آینده حضوری ویزیت بشم و طرف قرار داد بانک ملی باشه و خوش برخورد و با تجربه باشه,"O,O,O,B-srt,I-srt,B-spy,O,B-spy,O,B-cty,O,O,O,B-cnd,O,O,O,O,O,O,B-apt,I-apt,I-apt,B-vtp,O,O,O,O,O,O,B-inc,I-inc,O,O,B-trt,I-trt,O,B-trt,I-trt,O"
177,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی زاهدان برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳ منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
178,توی آباده دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونت های شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
179,توی جهرم دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونتهای شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
180,توی حاجی آباد برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,I-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
181,سلام دنبال یه دکتر فوق تخصص ریه داخل حاجی آباد فارس هستم که تجربه بالایی داشته باشه و فردا صبح نوبت بده .,"O,O,O,O,B-srt,I-srt,B-spy,O,B-cty,I-cty,I-cty,O,O,B-trt,I-trt,O,O,O,B-apt,I-apt,O,O,O"
182,توی شیراز دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونت های شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
183,داخل قزوین دنبال یک متخصص گوش و حلق و بینی می گردم که دو هفته بعد نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,O,O,B-apt,I-apt,O,O,O,O"
184,سلام یک دکتر گوارش تو قم برام پیدا کن که آندوسکوپی انجام بده و خوش اخلاق باشه,"O,O,O,B-spy,O,B-cty,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
185,سلام ، یه متخصص اعصاب و روان تو سنندج می خوام که خیلی حرفه ای باشه و ماه بعد نوبت بده .,"O,O,O,B-srt,B-spy,O,B-spy,O,B-cty,O,O,O,O,B-trt,I-trt,O,O,B-apt,I-apt,O,O,O"
186,یه متخصص کلیه در جیرفت میخوام که تو درمان نارسایی کلیه مهارت داشته باشه و هفته بعد نوبت بده .,"O,B-srt,B-spy,O,B-cty,O,O,O,O,B-cnd,I-cnd,B-trt,O,O,O,B-apt,I-apt,O,O,O"
187,سلام یک دکتر گوارش تو سیرجان برام پیدا کن که آندوسکوپی انجام بده و خوش اخلاق باشه,"O,O,O,B-spy,O,B-cty,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
188,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی کرمان برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
189,سلام ، یک متخصص تغذیه مرد شهر اسلام آباد معرفی کن برای مشکل چاقی معروف باشه و شنبه ساعت 8 صبح بهم نوبت بده 15 دقیقه میتونم تو مطب منتظر بمونم .,"O,O,O,B-srt,B-spy,B-gnd,O,B-cty,I-cty,O,O,O,O,B-cnd,B-trt,O,O,B-apt,I-apt,I-apt,I-apt,O,O,O,B-wtt,I-wtt,O,O,O,O,O,O"
190,داخل اسلام آباد غرب دنبال یک متخصص گوش و حلق و بینی می گردم که دو هفته بعد نوبت بده .,"O,B-cty,I-cty,I-cty,O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,O,O,B-apt,I-apt,O,O,O,O"
191,سلام . یک خانم متخصص غدد خوش برخورد در شهر قصر شیرین که دارای بورد تخصصی باشد ، برای درمان کم کاری تیروئید برام پیدا کن که طرف قرارداد بیمه ارتش باشد و به صورت آنلاین و حداکثر تا فردا منو ویزیت کنه,"O,O,O,B-gnd,B-srt,B-spy,B-trt,I-trt,O,O,B-cty,I-cty,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-inc,O,O,O,O,B-vtp,O,O,O,B-apt,O,O,O"
192,سلام . یه پزشک پوست مجرب در کرمانشاه برای افتادگی پلک بالا و جای جوش پیدا کن,"O,O,O,O,B-spy,B-trt,O,B-cty,O,B-cnd,I-cnd,O,O,B-cnd,I-cnd,O,O"
193,سلام ، یه دکتر فلوشیپ زنان در یاسوج میخوام که تو درمان نازایی مهارت داشته باشه و ماه بعد وقت بده .,"O,O,O,O,B-srt,O,O,B-cty,O,O,O,O,B-cnd,O,O,O,O,B-apt,I-apt,O,O,O"
194,سلام دنبال یه دکتر فوق تخصص ریه داخل علی آباد هستم که تجربه بالایی داشته باشه و فردا صبح نوبت بده .,"O,O,O,O,B-srt,I-srt,B-spy,O,B-cty,I-cty,O,O,B-trt,I-trt,O,O,O,B-apt,I-apt,O,O,O"
195,سلام یک دکتر اطفال خوب در علی آباد کتول پیدا کن,"O,O,O,B-spy,B-trt,O,B-cty,I-cty,I-cty,O,O"
196,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو گرگان برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
197,من دیابت دارم و به دنبال یک فوق تخصص خانم غدد درون ریز در شهر گنبد کاووس هستم که برای پس فردا ویزیت حضوری داشته باشد و بیمه سلامت ایرانیان قبول کند .,"O,B-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,I-spy,I-spy,O,O,B-cty,I-cty,O,O,O,B-apt,I-apt,O,B-vtp,O,O,O,O,B-inc,I-inc,O,O,O"
198,توی بندر انزلی دنبال یک متخصص ارتوپدی می گردم که تجربه زیادی داشته باشه و نوبت برای آخر هفته بده .,"O,B-cty,I-cty,O,O,B-srt,B-spy,O,O,O,B-trt,I-trt,O,O,O,O,O,B-apt,I-apt,O,O"
199,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو بندرانزلی برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
200,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی لاهیجان برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
201,من پوکی استخوان دارم و به دنبال یک فوق متخصص آقا ارتوپدی در شهر الیگودرز هستم که برای فردا ویزیت غیر حضوری داشته باشد و بیمه ایران داشته باشد .,"O,B-cnd,I-cnd,O,O,O,O,O,B-srt,I-srt,B-gnd,B-spy,O,O,B-cty,O,O,O,B-apt,O,B-vtp,I-vtp,O,O,O,O,B-inc,O,O,O"
202,توی بروجرد دنبال یه فلوشیپ ریه میگردم که مهارت کافی در درمان عفونت های شدید داشته باشه و هفته آینده نوبت بده .,"O,B-cty,O,O,B-srt,B-spy,O,O,B-trt,I-trt,O,O,B-cnd,I-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O"
203,لطفاً یه دکتر متخصص غدد توی دزفول برام پیدا کنید که تو کارش خبره باشه و سریع نوبت بده .,"O,O,O,B-srt,B-spy,O,B-cty,O,O,O,O,O,O,B-trt,O,O,B-apt,O,O,O"
204,سلام یک متخصص گوش و حلق و بینی برای اختلالات گوش میانی توی آمل برام پیدا کن که حداکثر تا ۱۵ شهریور ۱۴۰۳منو به صورت حضوری ویزیت کنه و طرف قرار داد بیمه سلامت باشه و کمتر از یک ساعت در مطب معطل بشم .,"O,O,B-srt,B-spy,O,B-spy,O,B-spy,O,B-cnd,I-cnd,I-cnd,O,B-cty,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-vtp,O,O,O,O,O,O,O,B-inc,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,O"
205,متخصص روماتولوژی با تجربه چند ساله در بابل برای ویزیت بیمار با نقرس که بیمه نیروهای مسلح هم قبول کند و در هفته جاری وقت داشته باشد پیدا کن,"B-srt,B-spy,B-trt,I-trt,O,O,O,B-cty,O,O,O,O,B-cnd,O,O,B-inc,I-inc,O,O,O,O,O,B-apt,I-apt,O,O,O,O,O"
206,سلام برای کیست در گردن در اسرع وقت یک دکتر تو بابلسر برام پیدا کن که بیمه حوادث قبول کنه,"O,O,B-cnd,I-cnd,I-cnd,O,B-apt,I-apt,O,O,O,B-cty,O,O,O,O,O,B-inc,O,O"
207,یه دکتر زن فوق تخصص داخلی تو ساری میخوام که تو همین هفته وقت بده و معطلی کمتر از نیم ساعت داشته باشه و بیمه پارسیان رو هم بپذیره ، چون مشکلات گوارشی دارم و باید حتماً چک بشم .,"O,O,B-gnd,B-srt,I-srt,B-spy,O,B-cty,O,O,O,B-apt,I-apt,O,O,O,O,B-wtt,I-wtt,I-wtt,I-wtt,O,O,O,O,B-inc,O,O,O,O,O,B-cnd,I-cnd,O,O,O,O,O,O,O"
208,دنبال یک خانم دکتر شوخ میگردم برای کمک به سردردم در شهر اراک به صورت آنلاین,"O,O,B-gnd,O,B-trt,O,O,O,O,B-cnd,O,O,B-cty,O,O,B-vtp"
209,سلام . یک خانم متخصص غدد خوش برخورد در شهر ابوموسی که دارای بورد تخصصی باشد ، برای درمان کم کاری تیروئید برام پیدا کن که طرف قرارداد بیمه ارتش باشد و به صورت آنلاین و حداکثر تا فردا منو ویزیت کنه,"O,O,O,B-gnd,B-srt,B-spy,B-trt,I-trt,O,O,B-cty,O,O,B-trt,I-trt,O,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,B-inc,O,O,O,O,B-vtp,O,O,O,B-apt,O,O,O"
210,سلام یک روان پزشک خانوم تو بندر لنگه برام پیدا کن که توانمند باشه و با حوصله باشه,"O,O,B-spy,I-spy,B-gnd,O,B-cty,I-cty,O,O,O,O,B-trt,O,O,B-trt,I-trt,O"
211,دست چپم درد میکنه یه خانم دکتر بندر عباس بهم معرفی کن که امروز معاینه ام کنه,"B-cnd,I-cnd,I-cnd,O,O,B-gnd,O,B-cty,I-cty,O,O,O,O,B-apt,O,O,O"
212,توی بندرعباس برام فوق تخصص گوش و حلق و بینی آقا و مهربون پیدا کن,"O,B-cty,O,B-srt,I-srt,B-spy,O,B-spy,O,B-spy,B-gnd,O,B-trt,O,O"
213,تو قشم دنبال یه متخصص زنان هستم که برای بارداری مشاوره بده و نوبت برای هفته آینده داشته باشه .,"O,B-cty,O,O,B-srt,B-spy,O,O,O,B-cnd,O,O,O,O,O,B-apt,I-apt,O,O,O"
214,سلام ، یه دکتر فلوشیپ زنان در کیش میخوام که تو درمان نازایی مهارت داشته باشه و ماه بعد وقت بده .,"O,O,O,O,B-srt,O,O,B-cty,O,O,O,O,B-cnd,O,O,O,O,B-apt,I-apt,O,O,O"
215,سلام ، توی همدان یه متخصص تغذیه لازم دارم که برای کاهش وزن مشاوره بده و ماه آینده وقت داشته باشه .,"O,O,O,B-cty,O,B-srt,B-spy,O,O,O,O,B-cnd,I-cnd,O,O,O,B-apt,I-apt,O,O,O,O"
216,سلام ، یک پزشک عمومی تو بافق معرفی کن برای حساسیت فصلی,"O,O,O,O,B-spy,O,B-cty,O,O,O,B-cnd,I-cnd"
217,سلام . یک متخصص گوش و حلق و بینی با تجربه باشه که زود نوبت بده را تو یزد برام پیدا کن,"O,O,O,B-srt,B-spy,I-spy,I-spy,I-spy,I-spy,B-trt,I-trt,O,O,B-apt,O,O,O,O,B-cty,O,O,O"
218,سلام . من مشکل معده دارم و دچار سوزش سر دل و معده درد هستم. برام یه دکتر خوب و باتجربه سمت شهریار پیدا کن .,"O,O,O,O,B-cnd,O,O,O,B-cnd,I-cnd,I-cnd,O,B-cnd,I-cnd,O,O,O,O,B-trt,O,B-trt,O,B-nhd,O,O,O"
219,سلام لطفا یک پزشک عمومی توی خیابان شمسی اهواز برام پیدا کن من سرما خوردم,"O,O,O,O,B-spy,O,B-nhd,I-nhd,B-cty,O,O,O,O,B-cnd,I-cnd"
220,سلام . یک روانشناس خانم تو بندر عباس میخوام که خوش اخلاق باشه و بیمه ایران قبول بکنه‌ .,"O,O,O,B-spy,B-gnd,O,B-cty,I-cty,O,O,B-trt,I-trt,O,O,O,B-inc,O,O,O"
221,سلام لطفا یک خانم متخصص گوارش تو همدان برام پیدا کن که کارش عالی باشه,"O,O,O,B-gnd,B-srt,B-spy,O,B-cty,O,O,O,O,O,B-trt,O"
222,سلام . برای زانودردم یک پزشک متخصص ارتوپد تو اراک برام پیدا کن که شوخ باشه و بیمه عمر قبول بکنه و ویزیتش غیرحضوری باشه .,"O,O,O,B-cnd,O,O,B-srt,B-spy,O,B-cty,O,O,O,O,B-trt,O,O,O,B-inc,O,O,O,O,B-vtp,O,O"
223,سلام . یک فوق تخصص گوارش در کرمانشاه در فرهنگیان فاز ۲ برام پیدا کن که نوبت خالی داشته باشه و معطلیش زیاد نباشه,"O,O,O,B-srt,I-srt,B-spy,O,B-cty,O,B-nhd,I-nhd,I-nhd,O,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt"
224,سلام . من زگیل تناسلی دارم و نمیدونم باید پیش چه دکتری برم . لطفا یک پزشک تخصص خانم توی منطقه ی خیابان اردیبهشت شیراز برام پیدا کن‌ . لطفا به حریم شخصی بیمار احترام بگذارد و خوش اخلاق باشد,"O,O,O,B-cnd,I-cnd,O,O,O,O,O,O,O,O,O,O,O,O,B-srt,B-gnd,O,O,O,B-nhd,I-nhd,B-cty,O,O,O,O,O,O,B-trt,I-trt,O,I-trt,O,O,B-trt,I-trt,O"
225,سلام لطفا یک چشم پزشک فوق تخصص مرد خوش اخلاق و با علم برام توی منطقه ی مدرس زاهدان پیدا کن و اولین نوبت غیرحضوری رو بدون معطلی برام رزور کن . توی مطب بیشتر از یک ساعت منتظر نشم . طرف بیمه ی بانک پاسارگاد باشه,"O,O,O,B-spy,I-spy,B-srt,I-srt,B-gnd,B-trt,I-trt,O,B-trt,I-trt,O,O,O,O,B-nhd,B-cty,O,O,O,O,O,B-vtp,O,O,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt,O,O,O,O,O,O,B-inc,I-inc,O"
226,سلام . یک دکتر آقای متخصص خوب و مشهور غدد برای مشکلات هورمونی در مشهد میخوام,"O,O,O,O,B-gnd,B-srt,B-trt,O,B-trt,B-spy,O,O,B-cnd,O,B-cty,O"
227,سلام یک دندون پزشک خوب کرجی برای عصب کشی میخوام,"O,O,B-spy,I-spy,B-trt,B-cty,O,B-cnd,I-cnd,O"
228,سلام یک دکتر فوق تخصص کار درست زنان و زایمان برای زایمان در اصفهان میخوام,"O,O,O,B-srt,I-srt,B-trt,I-trt,B-spy,O,B-spy,O,B-cnd,O,B-cty,O"
229,سلام یک چشم پزشک فوق تخصص قرنیه تو تهران برام پیدا کن که برای مشکل لکه قرنیه مهارت داشته باشه و با حوصله باشه و ویزیتش غیر حضوری باشه,"O,O,B-spy,I-spy,B-srt,I-srt,B-spy,O,B-cty,O,O,O,O,O,O,B-cnd,I-cnd,B-trt,O,O,O,B-trt,I-trt,O,O,O,B-vtp,I-vtp,O"
230,سلام لطفا یک دندون پزشک در شهر نوشهر که قیمت منصفانه داره و با بیمه البرز قرارداد داره برام پیدا کن,"O,O,O,B-spy,I-spy,O,O,B-cty,O,B-trt,I-trt,O,O,O,B-inc,I-inc,O,O,O,O,O"
231,یه متخصص گوش و حلق و بینی میخوام توی اصفهان خیابون آمادگاه که با بیمه‌ ی ایران قرارداد داشته باشه و خلوت باشه,"O,B-srt,B-spy,O,B-spy,O,B-spy,O,O,B-cty,B-nhd,I-nhd,O,O,O,O,B-inc,O,O,O,O,B-trt,O"
232,یه روانشناس خوب تو گیلان برام پیدا کن,"O,B-spy,B-trt,O,B-cty,O,O,O"
233,سلام لطفا متخصص روماتولوژی بهم معرفی کن داخل شهر قم فرقی نداره چه منطقه ای . فقط بااخلاق باشن و توضیحات لازم رو بدن . ترجیحا نوبت خالی توی ماه آبان داشته باشه .,"O,O,B-srt,B-spy,O,O,O,O,O,B-cty,O,O,O,O,O,O,O,B-trt,O,O,O,O,O,O,O,O,O,O,O,B-apt,I-apt,O,O,O"
234,یک پزشک مغز و اعصاب باحوصله که تخصص درمان میگرن داشته باشه و برای هفته بعد نوبت ویزیت غیرحضوری بده توی شرق تهران بهم معرفی کن . ,"O,O,B-spy,O,B-spy,B-trt,O,B-srt,O,B-cnd,O,O,O,O,B-apt,I-apt,O,O,B-vtp,O,O,B-nhd,B-cty,O,O,O,O"
235,سلام . یه روانپزشک خانوم توی تبریز ترجیحا مرکز شهر میخوام که مهربون و با تجربه باشه و در زمینه ی افسردگی و وسواس تخصص داشته باشه . زیاد منتظر هم نمیخوام بشینم توی مطب نهایت نیم ساعت تا چهل دقیقه,"O,O,O,B-spy,B-gnd,O,B-cty,O,B-nhd,I-nhd,O,O,B-trt,O,B-trt,I-trt,O,O,O,O,O,B-cnd,O,B-cnd,B-srt,O,O,O,O,O,O,O,O,O,O,O,B-wtt,I-wtt,O,B-wtt,I-wtt"
236,سلام . یک روانپزشک مجرب و امن توی تهران می خوام که ترجیحاً خانوم باشه و بتونم به سادگی ازش وقت غیرحضوری بگیرم . ,"O,O,O,B-spy,B-trt,O,B-trt,O,B-cty,O,O,O,O,B-gnd,O,O,O,O,O,O,O,B-vtp,O,O"
237,سلام یک چشم پزشک خوب تو شیراز سمت ارم پیدا کن که کار لیزر انجام بده و خوش اخلاق باشه ,"O,O,B-spy,I-spy,B-trt,O,B-cty,O,B-nhd,O,O,O,O,B-cnd,O,O,O,B-trt,I-trt,O"
238,سلام یک دکتر اطفال خوب در مشهد پیدا کن,"O,O,O,B-spy,B-trt,O,B-cty,O,O"
,میتونی برام یک دکتر آقای مامایی برای زایمان سزارین در خیام مشهد معرفی کنی که قیمت ویزیت مناسب داشته باشه و رازدار باشه و کمتر از ۳۵ دقیقه معطل بشم ؟ برای بعد ۲۰ شهریور و بیمه درمان هستم .,"O,O,O,O,B-gnd,B-spy,O,B-cnd,I-cnd,O,O,B-cty,O,O,O,B-trt,I-trt,I-trt,O,O,O,B-trt,O,O,O,O,O,O,O,O,O,O,O,B-apt,I-apt,O,O,B-inc,O,O"
,من آلزایمر دارم . برای من در خورزوق یک فوق تخصص نورولوژی پیدا کن که بتونم تلفنی باهاش ارتباط بگیرم . ,"O,B-cnd,O,O,O,O,O,B-cty,O,B-srt,I-srt,B-spy,O,O,O,O,B-vtp,O,O,O,O"
,من دنبال یک فلوشیپ گفتار درمانی می گردم برای حل اختلالات موقع صحبت کردن که دارای ویزیت غیر حضوری باشه و حداکثر تا ۱۰ شهریور بهم نوبت بده و زمان معطلی کمی داشته باشه .,"O,O,O,B-srt,B-spy,I-spy,O,O,O,O,B-cnd,O,I-cnd,I-cnd,O,O,O,B-vtp,I-vtp,O,O,O,O,B-apt,I-apt,O,O,O,O,O,O,O,O,O,O"
,میخوام برام یک فوق متخصص انکولوژی برای درمان هموفیلی و لوسمی در سرپل ذهاب که خوش اخلاق و مورد اعتماد و دارای ویزیت غیر حضوری باشه .,"O,O,O,B-srt,I-srt,B-spy,O,O,B-cnd,O,B-cnd,O,B-cty,I-cty,O,B-trt,I-trt,O,B-trt,I-trt,O,O,O,B-vtp,I-vtp,O,O"
,آیا یک فوق تخصص جراحی پلاستیک در تجریش تهران می شناسی که برای سوختگی صورتم بهش مراجعه غیر حضوری کنم ؟,"O,O,B-srt,I-srt,B-spy,I-spy,O,B-nhd,B-cty,O,O,O,O,B-cnd,I-cnd,O,O,B-vtp,I-vtp,O,O"
,برای تهیه سمعک نیاز به یک متخصص شنوایی سنجی در شهید همت تهران هستم که ویزیت غیر حضوری داشته باشه و اولین نوبت آن در ۲۵ مرداد باشد و بیمه دی هستم .,"O,O,B-cnd,O,O,O,B-srt,B-spy,I-spy,O,B-nhd,I-nhd,B-cty,O,O,O,B-vtp,I-vtp,O,O,O,O,O,O,O,B-apt,I-apt,O,O,O,B-inc,O,O"
,آیا می توانید برای خانومم یک پزشک عمومی در منطقه ونک تهران معرفی کنید که پذیرش بیماران با بیمه تکمیلی را انجام دهد و در اولین فرصت نوبت بدهد ؟,"O,O,O,O,O,O,O,B-spy,O,O,B-nhd,B-cty,O,O,O,O,O,O,O,B-inc,O,O,O,O,O,O,O,O,O,O"
,برای درمان زخم پای دیابتی پدرم در نیشابور نیاز به یک متخصص غدد با تجربه دارم که ویزیت غیر حضوری انجام بدهد و قیمت ویزیت مناسبی داشته باشد .,"O,O,B-cnd,I-cnd,I-cnd,O,O,B-cty,O,O,O,B-srt,B-spy,B-trt,I-trt,O,O,O,B-vtp,I-vtp,O,O,O,B-trt,O,I-trt,O,O,O"
,دنبال یک دندانپزشک کودکان برای پسرم در محدوده سعادت آباد هستم که بتواند بدون ترس و اضطراب کودک من را درمان کند و نوبت سریع بدهد .,"O,O,B-spy,I-spy,O,O,O,O,B-nhd,I-nhd,O,O,O,B-trt,I-trt,I-trt,I-trt,O,O,O,O,O,O,B-trt,I-trt,O,O"
,نیاز به مشاوره تغذیه برای پسرم برای کاهش وزن دارم . آیا یک متخصص تغذیه آنلاین در تبریز می‌شناسید که وقت مشاوره تا قبل از ۱۵ شهریور بدهد ؟,"O,O,O,B-spy,O,O,O,B-cnd,I-cnd,O,O,O,O,B-srt,B-spy,B-vtp,O,B-cty,O,O,O,O,O,O,O,B-apt,I-apt,O,O"
,آیا در همدان یک پزشک متخصص پوست و مو برای دخترم هست که بتواند به صورت اینترنتی درباره درمان ریزش مو مشاوره بدهد ؟,"O,O,B-cty,O,O,B-srt,B-spy,O,B-spy,O,O,O,O,O,O,O,B-vtp,O,O,B-cnd,I-cnd,O,O,O"
,برای مادرم که فشار خون بالا دارد ، به دنبال یک متخصص قلب در منطقه پاسداران تهران هستم که تجربه کافی داشته باشد .,"O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,B-srt,B-spy,O,O,B-nhd,B-cty,O,O,B-trt,I-trt,O,O,O"
,آیا میتوانید یک روانپزشک در مشهد برای زنم معرفی کنید که بتوانم برای مشاوره و درمان اضطراب وقت غیر حضوری بگیرم و بیمه ندای ایرانیان را بپذیرد ؟,"O,O,O,B-spy,O,B-cty,O,O,O,O,O,O,O,O,O,O,B-cnd,O,B-vtp,I-vtp,O,O,O,B-inc,I-inc,O,O,O"
,به یک جراح ارتوپد در شیراز برای بچم نیاز دارم که بتواند برای مشکل دیسک کمرم مشاوره دهد و اولین نوبت تا پایان این هفته باشد .,"O,O,O,B-spy,O,B-cty,O,O,O,O,O,O,O,O,B-cnd,I-cnd,O,O,O,O,O,O,O,B-apt,I-apt,O,O"
,برای درمان آلرژی فصلی پسرم در قم نیاز به یک متخصص آلرژی دارم که بتواند دارو های مناسب تجویز کند و زمان انتظار کوتاهی داشته باشد .,"O,O,B-cnd,I-cnd,O,O,B-cty,O,O,O,B-srt,B-spy,O,O,O,B-cnd,I-cnd,I-cnd,O,O,O,O,O,O,O,O,O"
,به دنبال یک روانشناس کودک برای دخترم در کرج هستم که تجربه کافی در درمان اضطراب کودکان داشته باشد و ویزیت غیر حضوری ارائه دهد .,"O,O,O,B-spy,I-spy,O,O,O,B-cty,O,O,B-trt,I-trt,O,O,B-cnd,O,O,O,O,O,B-vtp,I-vtp,O,O,O"
,آیا در منطقه ولنجک یک متخصص داخلی تهرانی خوب میشناسید که ویزیت غیر حضوری انجام دهد و بیمه ایران را قبول کند ؟,"O,O,O,B-nhd,O,B-srt,B-spy,B-cty,B-trt,O,O,O,B-vtp,I-vtp,O,O,O,O,B-inc,O,O,O,O"
,برای پدرم که دیابت دارد ، نیاز به یک پزشک فوق تخصص غدد در منطقه زنجان دارم که بتواند به طور منظم ویزیت کند و مشاوره تغذیه هم بدهد .,"O,O,O,B-cnd,O,O,O,O,O,O,B-srt,I-srt,B-spy,O,O,B-cty,O,O,O,O,O,O,O,O,O,O,B-spy,O,O,O"
