sentence,label
کسی یک دکتر زن برای آسم در تبریز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر مرد در ساری برای چشم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
دنبال دکتر خوبی برای کودکان می گردم .,"O,O,O,O,O,O,O,O"
دنبال یک دکتر زن متخصص اعصاب در اراک هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
من به یک دکتر برای درمان اعصاب نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
من دنبال یک دکتر مرد برای چشم در مشهد یا اهواز می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر زن در بوشهر برای درمان اعصاب نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر زن خوب برای روانپزشکی در اراک سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک متخصص برای آسم در تبریز سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای پوست در رشت یا شیراز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر زن برای آسم در اردبیل می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک متخصص گوش و حلق و بینی معرفی کنید .,"O,O,O,O,O,O,O,O,O,O,O"
بهترین دکتر برای اعصاب در تبریز کیه ؟,"O,O,O,O,O,B-cit,O,O"
یک دکتر برای گوش و حلق و بینی در همدان معرفی می کنید ؟,"O,O,O,O,O,O,O,O,O,B-cit,O,O,O,O"
یک متخصص برای روانپزشکی در تهران سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
به یک دکتر خوب برای سرطان نیاز دارم .,"O,O,O,O,O,O,O,O,O"
کسی متخصص گوارش در اهواز رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
یک دکتر زن خوب برای پوست در زنجان یا مشهد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر زن برای روانپزشکی در کرج یا خرم آباد کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,I-cit,O,O"
کسی یک دکتر زن برای ارتوپد در شیراز یا مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
من به یک دکتر برای درمان زنان نیاز دارم .,"O,O,O,O,O,O,B-gen,O,O,O"
به یک دکتر خوب برای ارتوپد نیاز دارم .,"O,O,O,O,O,O,O,O,O"
کسی یک دکتر زن برای ارتوپد در اهواز یا همدان می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر مرد برای زنان در تبریز یا کرج کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,B-cit,O,O"
آیا می توانید یک دکتر برای چشم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
یک دکتر خانم خوب برای چشم در اصفهان سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان دیابت در خرم آباد یا قم معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,I-cit,O,B-cit,O,O,O"
کسی یک دکتر مرد برای اعصاب در کرج یا همدان می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر زن برای افسردگی در کرج یا رشت می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی دکتری برای افسردگی در اردبیل می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
کسی می تونه یک دکتر مرد برای کودکان در اردبیل معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک متخصص برای دیابت در زنجان سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان اعصاب نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
کسی می تونه یک دکتر خانم برای مشکلات قلبی در شیراز معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان چشم نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
بهترین دکتر مرد برای زنان در شیراز کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,O"
کسی یک دکتر مرد برای دیابت در یزد یا ساری می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک متخصص روانپزشکی معرفی کنید .,"O,O,O,O,O,O,O"
دنبال یک دکتر زن متخصص گوش و حلق و بینی در تهران هستم .,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O"
به نظر شما دکتر مرد برای ارتوپد در یزد بهتر است یا سنندج ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
یک دکتر برای اعصاب در خرم آباد معرفی می کنید ؟,"O,O,O,O,O,B-cit,I-cit,O,O,O,O"
آیا دکتری زن در بوشهر برای زنان می شناسید ؟,"O,O,B-gen,O,B-cit,O,B-gen,O,O,O"
لطفاً یک دکتر خانم برای درمان اعصاب در اردبیل معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
به نظر شما دکتر مرد برای روماتیسم در اراک بهتر است یا زنجان ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به یک دکتر خانم در ساری برای درمان زنان نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,B-gen,O,O,O"
من دنبال یک دکتر مرد برای روانپزشکی در همدان می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر مرد در رشت برای درمان کودکان نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر مرد خوب برای چشم در همدان یا قم سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
دنبال یک دکتر مرد متخصص روانپزشکی در اراک هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی یک دکتر زن برای چشم در اردبیل می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای روماتیسم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
دنبال یک دکتر زن متخصص افسردگی در اراک هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
بهترین دکتر مرد در خرم آباد برای آسم چه کسی است ?,"O,O,B-gen,O,B-cit,I-cit,O,O,O,O,O,O"
یک متخصص برای اعصاب در شیراز سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان ارتوپد در همدان یا خرم آباد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,I-cit,O,O,O"
بهترین دکتر زن برای سرطان در تهران کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
یک متخصص برای چشم در رشت سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان مشکلات قلبی در شیراز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای روماتیسم در اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر زن خوب برای زنان در همدان یا اهواز سراغ دارید ؟,"O,O,B-gen,O,O,B-gen,O,B-cit,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای دیابت معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر خانم برای گوارش در تبریز یا مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
دنبال دکتر خوبی برای روماتیسم می گردم .,"O,O,O,O,O,O,O,O"
یک دکتر برای روانپزشکی در تهران معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک دکتر برای آسم در ساری معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
دنبال یک دکتر مرد متخصص پوست در اردبیل هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی می تونه یک دکتر مرد برای دیابت در زنجان معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر خانم برای آسم در رشت کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
من دنبال یک دکتر مرد برای سرطان در اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر زن در سنندج برای درمان سرطان نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر مرد خوب برای اعصاب در ارومیه سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
بهترین دکتر خانم برای کودکان در یزد یا مشهد کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
بهترین دکتر برای کودکان در اصفهان کیه ؟,"O,O,O,O,O,B-cit,O,O"
کسی یک دکتر زن برای پوست در یزد یا سنندج می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر زن در کرمانشاه برای آسم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان روانپزشکی در ارومیه معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای کودکان در یزد می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان روماتیسم نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
دنبال یک دکتر مرد متخصص ارتوپد در کرمانشاه هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی می تونه یک دکتر زن برای دیابت در همدان معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به نظر شما دکتر زن برای آسم در همدان بهتر است یا اصفهان ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به یک دکتر خانم در زنجان برای درمان افسردگی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر خانم خوب برای روانپزشکی در تبریز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای کودکان در یزد می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر خانم برای روانپزشکی در کرمانشاه می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر برای افسردگی در خرم آباد کیه ؟,"O,O,O,O,O,B-cit,I-cit,O,O"
لطفاً یک متخصص افسردگی معرفی کنید .,"O,O,O,O,O,O,O"
یک دکتر خانم خوب برای چشم در خرم آباد یا مشهد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,I-cit,O,B-cit,O,O,O"
کسی یک دکتر خانم برای گوش و حلق و بینی در مشهد یا رشت می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان کودکان در اصفهان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان اعصاب در ارومیه یا اردبیل معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر مرد در رشت برای آسم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر مرد برای دیابت در کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
یک دکتر برای پوست در اردبیل معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک متخصص برای اعصاب در اصفهان سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
به یک دکتر خوب برای گوارش نیاز دارم .,"O,O,O,O,O,O,O,O,O"
به نظر شما دکتر مرد برای سرطان در اردبیل بهتر است یا قم ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
دنبال یک دکتر خانم متخصص گوش و حلق و بینی در تهران هستم .,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O"
دنبال یک دکتر مرد متخصص گوش و حلق و بینی در ارومیه هستم .,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O"
بهترین دکتر مرد در ساری برای کودکان چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
دنبال یک دکتر مرد متخصص زنان در یزد هستم .,"O,O,O,B-gen,O,B-gen,O,B-cit,O,O"
آیا می توانید یک دکتر برای زنان معرفی کنید ؟,"O,O,O,O,O,O,B-gen,O,O,O"
یک دکتر مرد خوب برای آسم در همدان یا اهواز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر مرد برای چشم در تهران کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی دکتری برای ارتوپد در تهران می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای مشکلات قلبی در تهران یا ارومیه می گردم .,"O,O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی متخصص مشکلات قلبی در ساری رو می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O,O"
کسی دکتری برای زنان در تبریز می شناسه ؟,"O,O,O,B-gen,O,B-cit,O,O,O"
به یک دکتر خوب برای روانپزشکی نیاز دارم .,"O,O,O,O,O,O,O,O,O"
بهترین دکتر زن برای دیابت در تهران یا کرمانشاه کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
بهترین دکتر زن در بوشهر برای ارتوپد چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
به یک دکتر خانم در رشت برای درمان روماتیسم نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر برای آسم در شیراز معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک متخصص برای اعصاب در مشهد سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
دنبال دکتر خوبی برای افسردگی می گردم .,"O,O,O,O,O,O,O,O"
بهترین دکتر خانم در اردبیل برای پوست چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر خانم برای آسم در رشت کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
کسی می تونه یک دکتر مرد برای اعصاب در زنجان معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای گوارش در یزد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
بهترین دکتر برای گوارش در تهران کیه ؟,"O,O,O,O,O,B-cit,O,O"
بهترین دکتر خانم برای ارتوپد در یزد یا کرمانشاه کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
لطفاً یک متخصص آسم معرفی کنید .,"O,O,O,O,O,O,O"
آیا می توانید یک دکتر برای روانپزشکی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
بهترین دکتر مرد برای ارتوپد در زنجان کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
من دنبال یک دکتر خانم برای پوست در تبریز می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی یک دکتر زن برای کودکان در سنندج یا مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک متخصص آسم معرفی کنید .,"O,O,O,O,O,O,O"
یک دکتر مرد خوب برای اعصاب در ارومیه سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان زنان نیاز دارم .,"O,O,O,O,O,O,B-gen,O,O,O"
یک دکتر برای آسم در همدان معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
لطفاً یک دکتر خانم برای درمان آسم در بوشهر یا خرم آباد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,I-cit,O,O,O"
بهترین دکتر خانم برای زنان در همدان کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,O"
کسی متخصص پوست در اردبیل رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
آیا می توانید یک دکتر برای روماتیسم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
من به یک دکتر برای درمان کودکان نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
دنبال یک دکتر مرد متخصص افسردگی در کرج هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
لطفاً یک دکتر خانم برای درمان اعصاب در ارومیه یا شیراز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی دکتری برای افسردگی در اهواز می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
آیا دکتری مرد در بوشهر برای زنان می شناسید ؟,"O,O,B-gen,O,B-cit,O,B-gen,O,O,O"
کسی یک دکتر مرد برای گوارش در رشت یا تبریز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان افسردگی در زنجان معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک دکتر زن خوب برای دیابت در همدان سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
به نظر شما دکتر خانم برای اعصاب در کرمانشاه بهتر است یا تبریز ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به یک دکتر خوب برای دیابت نیاز دارم .,"O,O,O,O,O,O,O,O,O"
یک دکتر برای روماتیسم در خرم آباد معرفی می کنید ؟,"O,O,O,O,O,B-cit,I-cit,O,O,O,O"
دنبال یک دکتر خانم متخصص سرطان در یزد هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی می تونه یک دکتر مرد برای دیابت در مشهد معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان چشم نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
دنبال دکتر خوبی برای روانپزشکی می گردم .,"O,O,O,O,O,O,O,O"
یک متخصص برای زنان در تهران سراغ دارید ؟,"O,O,O,B-gen,O,B-cit,O,O,O"
یک دکتر مرد خوب برای اعصاب در خرم آباد یا اصفهان سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,I-cit,O,B-cit,O,O,O"
کسی دکتری برای گوارش در کرمانشاه می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
کسی می تونه یک دکتر خانم برای روانپزشکی در اردبیل معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان مشکلات قلبی در خرم آباد یا شیراز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,O,B-cit,I-cit,O,B-cit,O,O,O"
یک دکتر خانم خوب برای زنان در ساری سراغ دارید ؟,"O,O,B-gen,O,O,B-gen,O,B-cit,O,O,O"
لطفاً یک متخصص کودکان معرفی کنید .,"O,O,O,O,O,O,O"
بهترین دکتر زن برای دیابت در سنندج یا کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
لطفاً یک متخصص افسردگی معرفی کنید .,"O,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان دیابت در اردبیل یا ساری معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر مرد برای گوش و حلق و بینی در مشهد کیه ؟,"O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O"
آیا دکتری خانم در کرمانشاه برای اعصاب می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
به نظر شما دکتر مرد برای مشکلات قلبی در خرم آباد بهتر است یا مشهد ؟,"O,O,O,O,B-gen,O,O,O,O,B-cit,I-cit,O,O,O,B-cit,O"
بهترین دکتر خانم در زنجان برای اعصاب چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر برای کودکان در تبریز معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
به یک دکتر خوب برای روانپزشکی نیاز دارم .,"O,O,O,O,O,O,O,O,O"
بهترین دکتر مرد برای روانپزشکی در خرم آباد یا تهران کیه ؟,"O,O,B-gen,O,O,O,B-cit,I-cit,O,B-cit,O,O"
بهترین دکتر مرد برای کودکان در اردبیل یا زنجان کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی می تونه یک دکتر زن برای دیابت در اردبیل معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک متخصص زنان معرفی کنید .,"O,O,O,B-gen,O,O,O"
کسی می تونه یک دکتر زن برای اعصاب در کرج معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک متخصص برای دیابت در ارومیه سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
دنبال یک دکتر خانم متخصص پوست در سنندج هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
بهترین دکتر خانم برای دیابت در تهران کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
لطفاً یک متخصص گوش و حلق و بینی معرفی کنید .,"O,O,O,O,O,O,O,O,O,O,O"
به یک دکتر مرد در رشت برای درمان روانپزشکی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان ارتوپد در خرم آباد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,I-cit,O,O,O"
بهترین دکتر خانم برای اعصاب در قم کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
آیا دکتری زن در یزد برای زنان می شناسید ؟,"O,O,B-gen,O,B-cit,O,B-gen,O,O,O"
کسی یک دکتر مرد برای دیابت در مشهد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر برای پوست در سنندج کیه ؟,"O,O,O,O,O,B-cit,O,O"
کسی دکتری برای چشم در همدان می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان دیابت نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
یک متخصص برای گوارش در تبریز سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
آیا دکتری زن در اهواز برای اعصاب می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
لطفاً یک متخصص زنان معرفی کنید .,"O,O,O,B-gen,O,O,O"
بهترین دکتر برای اعصاب در مشهد کیه ؟,"O,O,O,O,O,B-cit,O,O"
به نظر شما دکتر مرد برای سرطان در اصفهان بهتر است یا مشهد ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به یک دکتر زن در تبریز برای درمان دیابت نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
من به یک دکتر برای درمان روانپزشکی نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر خانم برای گوش و حلق و بینی در ارومیه یا رشت می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,B-cit,O,O,O"
آیا دکتری خانم در تبریز برای روماتیسم می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
آیا می توانید یک دکتر برای پوست معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
لطفاً یک متخصص چشم معرفی کنید .,"O,O,O,O,O,O,O"
یک دکتر برای گوارش در تهران معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
یک دکتر خانم خوب برای چشم در رشت سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای گوش و حلق و بینی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
آیا دکتری مرد در یزد برای افسردگی می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
کسی یک دکتر خانم برای دیابت در قم می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر برای آسم در یزد کیه ؟,"O,O,O,O,O,B-cit,O,O"
دنبال دکتر خوبی برای گوش و حلق و بینی می گردم .,"O,O,O,O,O,O,O,O,O,O,O,O"
لطفاً یک دکتر زن برای درمان چشم در اهواز یا سنندج معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر برای آسم در شیراز کیه ؟,"O,O,O,O,O,B-cit,O,O"
آیا دکتری خانم در تهران برای ارتوپد می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
یک دکتر مرد خوب برای آسم در ارومیه یا شیراز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای اعصاب در اهواز می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر زن در یزد برای درمان مشکلات قلبی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O,O"
کسی می تونه یک دکتر مرد برای روانپزشکی در بوشهر معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به نظر شما دکتر مرد برای پوست در خرم آباد بهتر است یا سنندج ؟,"O,O,O,O,B-gen,O,O,O,B-cit,I-cit,O,O,O,B-cit,O"
لطفاً یک دکتر خانم برای درمان گوارش در کرمانشاه معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من به یک دکتر برای درمان کودکان نیاز دارم .,"O,O,O,O,O,O,O,O,O,O"
بهترین دکتر خانم برای روماتیسم در یزد یا کرج کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی متخصص گوارش در زنجان رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر برای افسردگی در اردبیل کیه ؟,"O,O,O,O,O,B-cit,O,O"
یک دکتر برای زنان در مشهد معرفی می کنید ؟,"O,O,O,B-gen,O,B-cit,O,O,O,O"
کسی متخصص چشم در قم رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر مرد در شیراز برای گوارش چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر خانم در بوشهر برای کودکان چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
لطفاً یک دکتر زن برای درمان سرطان در اهواز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
کسی یک دکتر مرد برای گوش و حلق و بینی در قم می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای افسردگی در اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر زن در کرج برای درمان افسردگی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
کسی متخصص پوست در تبریز رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
کسی می تونه یک دکتر خانم برای روماتیسم در اردبیل معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به نظر شما دکتر مرد برای اعصاب در اهواز بهتر است یا اصفهان ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
بهترین دکتر زن در کرمانشاه برای گوارش چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک متخصص برای گوش و حلق و بینی در یزد سراغ دارید ؟,"O,O,O,O,O,O,O,O,O,B-cit,O,O,O"
